"","Sample","N_allcells","N_cancercells","Method_other","value_other","value_panctc","Metr"
"262","GSE199994_HD1+GSE215120_Melanoma",7086,10,"scATOMIC",1,1,"Sensitivity"
"263","GSE199994_HD1+GSE215120_Melanoma",7101,25,"scATOMIC",1,1,"Sensitivity"
"264","GSE199994_HD1+GSE215120_Melanoma",7176,100,"scATOMIC",1,1,"Sensitivity"
"265","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"scATOMIC",0,1,"Sensitivity"
"266","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"scATOMIC",1,1,"Sensitivity"
"267","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"scATOMIC",0.96,1,"Sensitivity"
"268","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"scATOMIC",0.97,1,"Sensitivity"
"269","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"scATOMIC",0,1,"Sensitivity"
"270","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"scATOMIC",1,1,"Sensitivity"
"271","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"scATOMIC",0.92,1,"Sensitivity"
"272","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"scATOMIC",0.82,1,"Sensitivity"
"273","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"scATOMIC",0,1,"Sensitivity"
"274","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"scATOMIC",0.8,1,"Sensitivity"
"275","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"scATOMIC",0.56,0.88,"Sensitivity"
"276","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"scATOMIC",0.42,0.96,"Sensitivity"
"277","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"scATOMIC",0,1,"Sensitivity"
"278","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"scATOMIC",0.6,1,"Sensitivity"
"279","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"scATOMIC",0.96,1,"Sensitivity"
"280","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"scATOMIC",0.67,1,"Sensitivity"
"281","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"scATOMIC",0,1,"Sensitivity"
"282","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"scATOMIC",0,1,"Sensitivity"
"283","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"scATOMIC",0,1,"Sensitivity"
"284","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"scATOMIC",0.6,1,"Sensitivity"
"285","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"scATOMIC",0,1,"Sensitivity"
"286","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"scATOMIC",1,1,"Sensitivity"
"287","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"scATOMIC",1,1,"Sensitivity"
"288","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"scATOMIC",0.7,1,"Sensitivity"
"289","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"290","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"291","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"292","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"scfoundation",1,1,"Sensitivity"
"293","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"294","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"295","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"296","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"scfoundation",1,1,"Sensitivity"
"297","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"298","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"299","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"300","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"scfoundation",0.97,0.99,"Sensitivity"
"301","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"302","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"303","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"304","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"scfoundation",0.99,1,"Sensitivity"
"305","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"306","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"307","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"308","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"scfoundation",1,1,"Sensitivity"
"309","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"scfoundation",0.333333333,1,"Sensitivity"
"310","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"scfoundation",0.8,1,"Sensitivity"
"311","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"scfoundation",0.72,1,"Sensitivity"
"312","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"scfoundation",0.7,1,"Sensitivity"
"313","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"314","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"scfoundation",0.9,1,"Sensitivity"
"315","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"scfoundation",0.92,1,"Sensitivity"
"316","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"scfoundation",0.85,1,"Sensitivity"
"317","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"318","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"319","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"320","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"scfoundation",0.98,1,"Sensitivity"
"321","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"322","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"323","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"324","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"scfoundation",1,0.99,"Sensitivity"
"325","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"326","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"327","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"328","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"scfoundation",0.99,1,"Sensitivity"
"329","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"330","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"331","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"332","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"scfoundation",1,1,"Sensitivity"
"333","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"334","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"335","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"336","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"scfoundation",0.98,1,"Sensitivity"
"337","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"338","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"scfoundation",1,0.99,"Sensitivity"
"339","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"340","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"341","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"342","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scfoundation",0.96,1,"Sensitivity"
"343","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scfoundation",0.96,1,"Sensitivity"
"344","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"scfoundation",1,1,"Sensitivity"
"345","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"scfoundation",1,0.66666667,"Sensitivity"
"346","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"scfoundation",1,1,"Sensitivity"
"347","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"348","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"scfoundation",1,0.99,"Sensitivity"
"349","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"scfoundation",1,1,"Sensitivity"
"350","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"scfoundation",1,0.9,"Sensitivity"
"351","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"scfoundation",1,1,"Sensitivity"
"352","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"scfoundation",0.99,1,"Sensitivity"
"353","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"scfoundation",1,1,"Sensitivity"
"354","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"scfoundation",0.9,1,"Sensitivity"
"355","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"scfoundation",0.84,1,"Sensitivity"
"356","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"scfoundation",0.96,1,"Sensitivity"
"357","GSE199994_HD1+GSE215120_Melanoma",7079,3,"scfoundation",0.333333333,1,"Sensitivity"
"358","GSE199994_HD1+GSE215120_Melanoma",7086,10,"scfoundation",0.8,1,"Sensitivity"
"359","GSE199994_HD1+GSE215120_Melanoma",7101,25,"scfoundation",0.76,1,"Sensitivity"
"360","GSE199994_HD1+GSE215120_Melanoma",7176,100,"scfoundation",0.75,1,"Sensitivity"
"361","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"scfoundation",1,1,"Sensitivity"
"362","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"scfoundation",1,1,"Sensitivity"
"363","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"scfoundation",1,1,"Sensitivity"
"364","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"scfoundation",0.99,1,"Sensitivity"
"365","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"scfoundation",1,1,"Sensitivity"
"366","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"scfoundation",1,1,"Sensitivity"
"367","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"scfoundation",1,1,"Sensitivity"
"368","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"scfoundation",0.97,1,"Sensitivity"
"369","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"scfoundation",0.666666667,1,"Sensitivity"
"370","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"scfoundation",1,1,"Sensitivity"
"371","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"scfoundation",0.76,0.88,"Sensitivity"
"372","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"scfoundation",0.86,0.96,"Sensitivity"
"373","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"scfoundation",1,1,"Sensitivity"
"374","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"scfoundation",0.7,1,"Sensitivity"
"375","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"scfoundation",0.56,1,"Sensitivity"
"376","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"scfoundation",0.74,1,"Sensitivity"
"377","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"scfoundation",0.333333333,1,"Sensitivity"
"378","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"scfoundation",0.1,1,"Sensitivity"
"379","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"scfoundation",0.28,1,"Sensitivity"
"380","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"scfoundation",0.26,1,"Sensitivity"
"381","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"scfoundation",1,1,"Sensitivity"
"382","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"scfoundation",1,1,"Sensitivity"
"383","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"scfoundation",0.96,1,"Sensitivity"
"384","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"scfoundation",0.94,1,"Sensitivity"
"385","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"386","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"387","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"388","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"scGPT",0.95,1,"Sensitivity"
"389","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"390","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"scGPT",0.9,1,"Sensitivity"
"391","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"392","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"scGPT",0.98,1,"Sensitivity"
"393","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"394","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"395","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"scGPT",0.92,1,"Sensitivity"
"396","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"scGPT",0.91,0.99,"Sensitivity"
"397","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"398","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"399","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"400","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"scGPT",0.97,1,"Sensitivity"
"401","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"402","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"403","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"404","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"scGPT",1,1,"Sensitivity"
"405","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"scGPT",0.666666667,1,"Sensitivity"
"406","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"scGPT",0.8,1,"Sensitivity"
"407","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"scGPT",0.88,1,"Sensitivity"
"408","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"scGPT",0.84,1,"Sensitivity"
"409","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"410","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"scGPT",0.7,1,"Sensitivity"
"411","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"scGPT",0.84,1,"Sensitivity"
"412","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"scGPT",0.79,1,"Sensitivity"
"413","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"414","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"scGPT",0.9,1,"Sensitivity"
"415","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"416","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"scGPT",0.9,1,"Sensitivity"
"417","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"418","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"scGPT",0.9,1,"Sensitivity"
"419","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"scGPT",0.96,1,"Sensitivity"
"420","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"scGPT",0.97,0.99,"Sensitivity"
"421","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"422","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"423","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"424","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"scGPT",1,1,"Sensitivity"
"425","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"426","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"427","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"scGPT",0.88,1,"Sensitivity"
"428","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"scGPT",0.93,1,"Sensitivity"
"429","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"scGPT",0.666666667,1,"Sensitivity"
"430","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"scGPT",0.8,1,"Sensitivity"
"431","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"scGPT",0.88,1,"Sensitivity"
"432","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"scGPT",0.84,1,"Sensitivity"
"433","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"434","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"scGPT",1,0.99,"Sensitivity"
"435","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"scGPT",1,1,"Sensitivity"
"436","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scGPT",0.8,1,"Sensitivity"
"437","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scGPT",0.8,1,"Sensitivity"
"438","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scGPT",0.88,1,"Sensitivity"
"439","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scGPT",0.88,1,"Sensitivity"
"440","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"scGPT",0.87,1,"Sensitivity"
"441","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"scGPT",1,0.66666667,"Sensitivity"
"442","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"scGPT",1,1,"Sensitivity"
"443","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"scGPT",1,1,"Sensitivity"
"444","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"scGPT",1,0.99,"Sensitivity"
"445","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"scGPT",0.333333333,1,"Sensitivity"
"446","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"scGPT",0.3,0.9,"Sensitivity"
"447","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"scGPT",0.56,1,"Sensitivity"
"448","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"scGPT",0.44,1,"Sensitivity"
"449","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"scGPT",1,1,"Sensitivity"
"450","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"scGPT",0.8,1,"Sensitivity"
"451","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"scGPT",0.96,1,"Sensitivity"
"452","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"scGPT",0.93,1,"Sensitivity"
"453","GSE199994_HD1+GSE215120_Melanoma",7079,3,"scGPT",0.666666667,1,"Sensitivity"
"454","GSE199994_HD1+GSE215120_Melanoma",7086,10,"scGPT",0.5,1,"Sensitivity"
"455","GSE199994_HD1+GSE215120_Melanoma",7101,25,"scGPT",0.56,1,"Sensitivity"
"456","GSE199994_HD1+GSE215120_Melanoma",7176,100,"scGPT",0.56,1,"Sensitivity"
"457","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"scGPT",1,1,"Sensitivity"
"458","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"scGPT",1,1,"Sensitivity"
"459","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"scGPT",1,1,"Sensitivity"
"460","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"scGPT",1,1,"Sensitivity"
"461","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"scGPT",1,1,"Sensitivity"
"462","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"scGPT",1,1,"Sensitivity"
"463","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"scGPT",1,1,"Sensitivity"
"464","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"scGPT",1,1,"Sensitivity"
"465","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"scGPT",1,1,"Sensitivity"
"466","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"scGPT",1,1,"Sensitivity"
"467","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"scGPT",0.88,0.88,"Sensitivity"
"468","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"scGPT",0.93,0.96,"Sensitivity"
"469","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"scGPT",1,1,"Sensitivity"
"470","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"scGPT",0.9,1,"Sensitivity"
"471","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"scGPT",1,1,"Sensitivity"
"472","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"scGPT",0.92,1,"Sensitivity"
"473","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"scGPT",0.333333333,1,"Sensitivity"
"474","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"scGPT",0.2,1,"Sensitivity"
"475","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"scGPT",0.32,1,"Sensitivity"
"476","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"scGPT",0.35,1,"Sensitivity"
"477","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"scGPT",1,1,"Sensitivity"
"478","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"scGPT",1,1,"Sensitivity"
"479","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"scGPT",0.96,1,"Sensitivity"
"480","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"scGPT",1,1,"Sensitivity"
"481","Immune+GSE132465_CRC_Epi",10003,3,"copykat",0.333333333333333,0.666666667,"Sensitivity"
"482","Immune+GSE132465_CRC_Epi",10025,25,"copykat",0.08,1,"Sensitivity"
"483","Immune+GSE155698_PDAC_Epi",10025,25,"copykat",0.04,1,"Sensitivity"
"484","Immune+GSE176078_BC_Epi",10003,3,"copykat",0.333333333333333,1,"Sensitivity"
"485","Immune+GSE176078_BC_Epi",10010,10,"copykat",0,1,"Sensitivity"
"486","Immune+GSE176078_BC_Epi",10025,25,"copykat",0.64,1,"Sensitivity"
"487","Immune+GSE176078_BC_Epi",10100,100,"copykat",0.92,1,"Sensitivity"
"488","Immune+GSE178318_CRC_Epi",10010,10,"copykat",0.9,1,"Sensitivity"
"489","Immune+GSE193337_Prostate_Epi",10003,3,"copykat",0,1,"Sensitivity"
"490","Immune+GSE193337_Prostate_Epi",10025,25,"copykat",0.08,1,"Sensitivity"
"491","Immune+GSE176031_Prostate_Epi",10003,3,"copykat",0,1,"Sensitivity"
"492","Immune+GSM3946506_Mela_cl",10003,3,"copykat",0,1,"Sensitivity"
"493","Immune+GSM3946506_Mela_cl",10010,10,"copykat",1,1,"Sensitivity"
"494","Immune+GSM3946506_Mela_cl",10025,25,"copykat",1,1,"Sensitivity"
"495","Immune+GSM3946506_Mela_cl",10100,100,"copykat",1,1,"Sensitivity"
"496","Immune+GSE215120_Melanoma",10003,3,"copykat",0,1,"Sensitivity"
"497","Immune+GSE215120_Melanoma",10010,10,"copykat",0,1,"Sensitivity"
"498","Immune+GSE215120_Melanoma",10025,25,"copykat",0.04,1,"Sensitivity"
"499","Immune+GSE215120_Melanoma",10100,100,"copykat",0.02,1,"Sensitivity"
"500","Immune+Cervix_PreT1_malignant",10003,3,"copykat",1,1,"Sensitivity"
"501","Immune+Cervix_PreT1_malignant",10010,10,"copykat",0.9,1,"Sensitivity"
"502","Immune+Cervix_PreT1_malignant",10025,25,"copykat",0.88,1,"Sensitivity"
"503","Immune+Cervix_PreT1_malignant",10100,100,"copykat",0.89,1,"Sensitivity"
"504","Immune+Cervix_PreT2_malignant",10003,3,"copykat",0.333333333333333,1,"Sensitivity"
"505","Immune+Cervix_PreT2_malignant",10010,10,"copykat",0.4,0.9,"Sensitivity"
"506","Immune+Cervix_PreT2_malignant",10025,25,"copykat",0.84,0.96,"Sensitivity"
"507","Immune+Cervix_PreT2_malignant",10100,100,"copykat",0.9,0.97,"Sensitivity"
"508","Immune+Cervix_PreT3_malignant",10003,3,"copykat",0,0.666666667,"Sensitivity"
"509","Immune+Cervix_PreT3_malignant",10010,10,"copykat",0,1,"Sensitivity"
"510","Immune+Cervix_PreT3_malignant",10025,25,"copykat",0,0.96,"Sensitivity"
"511","Immune+Cervix_PreT3_malignant",10100,100,"copykat",0.91,0.92,"Sensitivity"
"512","Immune+Cervix_T2Dur3_malignant",10003,3,"copykat",0,1,"Sensitivity"
"513","Immune+Cervix_T2Dur3_malignant",10010,10,"copykat",0.5,1,"Sensitivity"
"514","Immune+Cervix_T2Dur3_malignant",10025,25,"copykat",0.52,1,"Sensitivity"
"515","Immune+Cervix_T2Dur3_malignant",10100,100,"copykat",0.03,0.99,"Sensitivity"
"516","Immune+Cervix_T3Dur3_malignant",10003,3,"copykat",0.666666666666667,1,"Sensitivity"
"517","Immune+Cervix_T3Dur3_malignant",10010,10,"copykat",0.7,1,"Sensitivity"
"518","Immune+Cervix_T3Dur3_malignant",10025,25,"copykat",0.88,0.92,"Sensitivity"
"519","Immune+Cervix_T3Dur3_malignant",10100,100,"copykat",0.95,0.99,"Sensitivity"
"520","Immune+Cervix_Tumorhn115_malignant",10010,10,"copykat",1,1,"Sensitivity"
"521","Immune+GSE132465_CRC_Epi",10003,3,"CTCTracer",1,0.666666667,"Sensitivity"
"522","Immune+GSE132465_CRC_Epi",10025,25,"CTCTracer",1,1,"Sensitivity"
"523","Immune+GSE155698_PDAC_Epi",10025,25,"CTCTracer",1,1,"Sensitivity"
"524","Immune+GSE176078_BC_Epi",10003,3,"CTCTracer",1,1,"Sensitivity"
"525","Immune+GSE176078_BC_Epi",10010,10,"CTCTracer",1,1,"Sensitivity"
"526","Immune+GSE176078_BC_Epi",10025,25,"CTCTracer",1,1,"Sensitivity"
"527","Immune+GSE176078_BC_Epi",10100,100,"CTCTracer",1,1,"Sensitivity"
"528","Immune+GSE178318_CRC_Epi",10010,10,"CTCTracer",1,1,"Sensitivity"
