"","Sample","N_allcells","N_cancercells","Method_other","value_other","value_panctc","Metr"
"1220","Immune+GSE176031_Prostate_Epi",10003,3,"CTCTracer",0.005,1,"Specificity"
"1221","Immune+GSM3946506_Mela_cl",10003,3,"CTCTracer",0.0057,1,"Specificity"
"1222","Immune+GSM3946506_Mela_cl",10010,10,"CTCTracer",0.0056,1,"Specificity"
"1223","Immune+GSM3946506_Mela_cl",10025,25,"CTCTracer",0.0045,1,"Specificity"
"1224","Immune+GSM3946506_Mela_cl",10100,100,"CTCTracer",0.005,1,"Specificity"
"1225","Immune+GSE215120_Melanoma",10003,3,"CTCTracer",0.0058,1,"Specificity"
"1226","Immune+GSE215120_Melanoma",10010,10,"CTCTracer",0.0048,1,"Specificity"
"1227","Immune+GSE215120_Melanoma",10025,25,"CTCTracer",0.0056,1,"Specificity"
"1228","Immune+GSE215120_Melanoma",10100,100,"CTCTracer",0.0064,1,"Specificity"
"1229","Immune+Cervix_PreT1_malignant",10003,3,"CTCTracer",0.0044,1,"Specificity"
"1230","Immune+Cervix_PreT1_malignant",10010,10,"CTCTracer",0.0054,1,"Specificity"
"1231","Immune+Cervix_PreT1_malignant",10025,25,"CTCTracer",0.0065,1,"Specificity"
"1232","Immune+Cervix_PreT1_malignant",10100,100,"CTCTracer",0.0061,1,"Specificity"
"1233","Immune+Cervix_PreT2_malignant",10003,3,"CTCTracer",0.0055,1,"Specificity"
"1234","Immune+Cervix_PreT2_malignant",10010,10,"CTCTracer",0.0066,1,"Specificity"
"1235","Immune+Cervix_PreT2_malignant",10025,25,"CTCTracer",0.006,1,"Specificity"
"1236","Immune+Cervix_PreT2_malignant",10100,100,"CTCTracer",0.0057,1,"Specificity"
"1237","Immune+Cervix_PreT3_malignant",10003,3,"CTCTracer",0.0062,1,"Specificity"
"1238","Immune+Cervix_PreT3_malignant",10010,10,"CTCTracer",0.0059,1,"Specificity"
"1239","Immune+Cervix_PreT3_malignant",10025,25,"CTCTracer",0.0058,1,"Specificity"
"1240","Immune+Cervix_PreT3_malignant",10100,100,"CTCTracer",0.0062,1,"Specificity"
"1241","Immune+Cervix_T2Dur3_malignant",10003,3,"CTCTracer",0.0061,1,"Specificity"
"1242","Immune+Cervix_T2Dur3_malignant",10010,10,"CTCTracer",0.0057,1,"Specificity"
"1243","Immune+Cervix_T2Dur3_malignant",10025,25,"CTCTracer",0.0035,1,"Specificity"
"1244","Immune+Cervix_T2Dur3_malignant",10100,100,"CTCTracer",0.0052,1,"Specificity"
"1245","Immune+Cervix_T3Dur3_malignant",10003,3,"CTCTracer",0.0058,1,"Specificity"
"1246","Immune+Cervix_T3Dur3_malignant",10010,10,"CTCTracer",0.0062,1,"Specificity"
"1247","Immune+Cervix_T3Dur3_malignant",10025,25,"CTCTracer",0.0052,1,"Specificity"
"1248","Immune+Cervix_T3Dur3_malignant",10100,100,"CTCTracer",0.0052,1,"Specificity"
"1249","Immune+Cervix_Tumorhn115_malignant",10010,10,"CTCTracer",0.005,1,"Specificity"
"1250","Immune+GSE176078_BC_Epi",10003,3,"iCTC",1,1,"Specificity"
"1251","Immune+GSE176031_Prostate_Epi",10003,3,"iCTC",1,1,"Specificity"
"1252","Immune+GSM3946506_Mela_cl",10003,3,"iCTC",1,1,"Specificity"
"1253","Immune+GSM3946506_Mela_cl",10010,10,"iCTC",1,1,"Specificity"
"1254","Immune+GSM3946506_Mela_cl",10025,25,"iCTC",1,1,"Specificity"
"1255","Immune+GSE215120_Melanoma",10003,3,"iCTC",1,1,"Specificity"
"1256","Immune+GSE215120_Melanoma",10010,10,"iCTC",1,1,"Specificity"
"1257","Immune+Cervix_PreT1_malignant",10003,3,"iCTC",1,1,"Specificity"
"1258","Immune+Cervix_PreT3_malignant",10010,10,"iCTC",1,1,"Specificity"
"1259","Immune+GSE132465_CRC_Epi",10003,3,"scATOMIC",1,1,"Specificity"
"1260","Immune+GSE132465_CRC_Epi",10025,25,"scATOMIC",1,1,"Specificity"
"1261","Immune+GSE155698_PDAC_Epi",10025,25,"scATOMIC",1,1,"Specificity"
"1262","Immune+GSE176078_BC_Epi",10003,3,"scATOMIC",1,1,"Specificity"
"1263","Immune+GSE176078_BC_Epi",10010,10,"scATOMIC",1,1,"Specificity"
"1264","Immune+GSE176078_BC_Epi",10025,25,"scATOMIC",1,1,"Specificity"
"1265","Immune+GSE176078_BC_Epi",10100,100,"scATOMIC",1,1,"Specificity"
"1266","Immune+GSE178318_CRC_Epi",10010,10,"scATOMIC",1,1,"Specificity"
"1267","Immune+GSE193337_Prostate_Epi",10003,3,"scATOMIC",1,1,"Specificity"
"1268","Immune+GSE193337_Prostate_Epi",10025,25,"scATOMIC",1,1,"Specificity"
"1269","Immune+GSE176031_Prostate_Epi",10003,3,"scATOMIC",1,1,"Specificity"
"1270","Immune+GSM3946506_Mela_cl",10003,3,"scATOMIC",1,1,"Specificity"
"1271","Immune+GSM3946506_Mela_cl",10010,10,"scATOMIC",1,1,"Specificity"
"1272","Immune+GSM3946506_Mela_cl",10025,25,"scATOMIC",1,1,"Specificity"
"1273","Immune+GSM3946506_Mela_cl",10100,100,"scATOMIC",1,1,"Specificity"
"1274","Immune+GSE215120_Melanoma",10003,3,"scATOMIC",1,1,"Specificity"
"1275","Immune+GSE215120_Melanoma",10010,10,"scATOMIC",1,1,"Specificity"
"1276","Immune+GSE215120_Melanoma",10025,25,"scATOMIC",1,1,"Specificity"
"1277","Immune+GSE215120_Melanoma",10100,100,"scATOMIC",1,1,"Specificity"
"1278","Immune+Cervix_PreT1_malignant",10003,3,"scATOMIC",1,1,"Specificity"
"1279","Immune+Cervix_PreT1_malignant",10010,10,"scATOMIC",1,1,"Specificity"
"1280","Immune+Cervix_PreT1_malignant",10025,25,"scATOMIC",1,1,"Specificity"
"1281","Immune+Cervix_PreT1_malignant",10100,100,"scATOMIC",1,1,"Specificity"
"1282","Immune+Cervix_PreT2_malignant",10003,3,"scATOMIC",1,1,"Specificity"
"1283","Immune+Cervix_PreT2_malignant",10010,10,"scATOMIC",1,1,"Specificity"
"1284","Immune+Cervix_PreT2_malignant",10025,25,"scATOMIC",1,1,"Specificity"
"1285","Immune+Cervix_PreT2_malignant",10100,100,"scATOMIC",1,1,"Specificity"
"1286","Immune+Cervix_PreT3_malignant",10003,3,"scATOMIC",1,1,"Specificity"
"1287","Immune+Cervix_PreT3_malignant",10010,10,"scATOMIC",1,1,"Specificity"
"1288","Immune+Cervix_PreT3_malignant",10025,25,"scATOMIC",1,1,"Specificity"
"1289","Immune+Cervix_PreT3_malignant",10100,100,"scATOMIC",1,1,"Specificity"
"1290","Immune+Cervix_T2Dur3_malignant",10003,3,"scATOMIC",1,1,"Specificity"
"1291","Immune+Cervix_T2Dur3_malignant",10010,10,"scATOMIC",1,1,"Specificity"
"1292","Immune+Cervix_T2Dur3_malignant",10025,25,"scATOMIC",1,1,"Specificity"
"1293","Immune+Cervix_T2Dur3_malignant",10100,100,"scATOMIC",1,1,"Specificity"
"1294","Immune+Cervix_T3Dur3_malignant",10003,3,"scATOMIC",1,1,"Specificity"
"1295","Immune+Cervix_T3Dur3_malignant",10010,10,"scATOMIC",1,1,"Specificity"
"1296","Immune+Cervix_T3Dur3_malignant",10025,25,"scATOMIC",1,1,"Specificity"
"1297","Immune+Cervix_T3Dur3_malignant",10100,100,"scATOMIC",1,1,"Specificity"
"1298","Immune+Cervix_Tumorhn115_malignant",10010,10,"scATOMIC",1,1,"Specificity"
"1299","Immune+GSE132465_CRC_Epi",10003,3,"scfoundation",0.921,1,"Specificity"
"1300","Immune+GSE132465_CRC_Epi",10025,25,"scfoundation",0.9216,1,"Specificity"
"1301","Immune+GSE155698_PDAC_Epi",10025,25,"scfoundation",0.9237,1,"Specificity"
"1302","Immune+GSE176078_BC_Epi",10003,3,"scfoundation",0.9211,1,"Specificity"
"1303","Immune+GSE176078_BC_Epi",10010,10,"scfoundation",0.9204,1,"Specificity"
"1304","Immune+GSE176078_BC_Epi",10025,25,"scfoundation",0.9191,1,"Specificity"
"1305","Immune+GSE176078_BC_Epi",10100,100,"scfoundation",0.9166,1,"Specificity"
"1306","Immune+GSE178318_CRC_Epi",10010,10,"scfoundation",0.9191,1,"Specificity"
"1307","Immune+GSE193337_Prostate_Epi",10003,3,"scfoundation",0.9191,1,"Specificity"
"1308","Immune+GSE193337_Prostate_Epi",10025,25,"scfoundation",0.9223,1,"Specificity"
"1309","Immune+GSE176031_Prostate_Epi",10003,3,"scfoundation",0.9237,1,"Specificity"
"1310","Immune+GSM3946506_Mela_cl",10003,3,"scfoundation",0.9219,1,"Specificity"
"1311","Immune+GSM3946506_Mela_cl",10010,10,"scfoundation",0.9205,1,"Specificity"
"1312","Immune+GSM3946506_Mela_cl",10025,25,"scfoundation",0.9202,1,"Specificity"
"1313","Immune+GSM3946506_Mela_cl",10100,100,"scfoundation",0.9183,1,"Specificity"
"1314","Immune+GSE215120_Melanoma",10003,3,"scfoundation",0.9205,1,"Specificity"
"1315","Immune+GSE215120_Melanoma",10010,10,"scfoundation",0.9202,1,"Specificity"
"1316","Immune+GSE215120_Melanoma",10025,25,"scfoundation",0.9183,1,"Specificity"
"1317","Immune+GSE215120_Melanoma",10100,100,"scfoundation",0.9228,1,"Specificity"
"1318","Immune+Cervix_PreT1_malignant",10003,3,"scfoundation",0.9202,1,"Specificity"
"1319","Immune+Cervix_PreT1_malignant",10010,10,"scfoundation",0.9183,1,"Specificity"
"1320","Immune+Cervix_PreT1_malignant",10025,25,"scfoundation",0.9228,1,"Specificity"
"1321","Immune+Cervix_PreT1_malignant",10100,100,"scfoundation",0.9246,1,"Specificity"
"1322","Immune+Cervix_PreT2_malignant",10003,3,"scfoundation",0.9183,1,"Specificity"
"1323","Immune+Cervix_PreT2_malignant",10010,10,"scfoundation",0.9228,1,"Specificity"
"1324","Immune+Cervix_PreT2_malignant",10025,25,"scfoundation",0.9246,1,"Specificity"
"1325","Immune+Cervix_PreT2_malignant",10100,100,"scfoundation",0.9214,1,"Specificity"
"1326","Immune+Cervix_PreT3_malignant",10003,3,"scfoundation",0.9228,1,"Specificity"
"1327","Immune+Cervix_PreT3_malignant",10010,10,"scfoundation",0.9246,1,"Specificity"
"1328","Immune+Cervix_PreT3_malignant",10025,25,"scfoundation",0.9214,1,"Specificity"
"1329","Immune+Cervix_PreT3_malignant",10100,100,"scfoundation",0.9219,1,"Specificity"
"1330","Immune+Cervix_T2Dur3_malignant",10003,3,"scfoundation",0.9246,1,"Specificity"
"1331","Immune+Cervix_T2Dur3_malignant",10010,10,"scfoundation",0.9214,1,"Specificity"
"1332","Immune+Cervix_T2Dur3_malignant",10025,25,"scfoundation",0.9219,1,"Specificity"
"1333","Immune+Cervix_T2Dur3_malignant",10100,100,"scfoundation",0.9174,1,"Specificity"
"1334","Immune+Cervix_T3Dur3_malignant",10003,3,"scfoundation",0.9214,1,"Specificity"
"1335","Immune+Cervix_T3Dur3_malignant",10010,10,"scfoundation",0.9219,1,"Specificity"
"1336","Immune+Cervix_T3Dur3_malignant",10025,25,"scfoundation",0.9174,1,"Specificity"
"1337","Immune+Cervix_T3Dur3_malignant",10100,100,"scfoundation",0.921,1,"Specificity"
"1338","Immune+Cervix_Tumorhn115_malignant",10010,10,"scfoundation",0.9174,1,"Specificity"
"1339","Immune+GSE132465_CRC_Epi",10003,3,"scGPT",0.9999,1,"Specificity"
"1340","Immune+GSE132465_CRC_Epi",10025,25,"scGPT",1,1,"Specificity"
"1341","Immune+GSE155698_PDAC_Epi",10025,25,"scGPT",1,1,"Specificity"
"1342","Immune+GSE176078_BC_Epi",10003,3,"scGPT",1,1,"Specificity"
"1343","Immune+GSE176078_BC_Epi",10010,10,"scGPT",1,1,"Specificity"
"1344","Immune+GSE176078_BC_Epi",10025,25,"scGPT",1,1,"Specificity"
"1345","Immune+GSE176078_BC_Epi",10100,100,"scGPT",1,1,"Specificity"
"1346","Immune+GSE178318_CRC_Epi",10010,10,"scGPT",1,1,"Specificity"
"1347","Immune+GSE193337_Prostate_Epi",10003,3,"scGPT",1,1,"Specificity"
"1348","Immune+GSE193337_Prostate_Epi",10025,25,"scGPT",1,1,"Specificity"
"1349","Immune+GSE176031_Prostate_Epi",10003,3,"scGPT",1,1,"Specificity"
"1350","Immune+GSM3946506_Mela_cl",10003,3,"scGPT",1,1,"Specificity"
"1351","Immune+GSM3946506_Mela_cl",10010,10,"scGPT",1,1,"Specificity"
"1352","Immune+GSM3946506_Mela_cl",10025,25,"scGPT",0.9999,1,"Specificity"
"1353","Immune+GSM3946506_Mela_cl",10100,100,"scGPT",0.9999,1,"Specificity"
"1354","Immune+GSE215120_Melanoma",10003,3,"scGPT",1,1,"Specificity"
"1355","Immune+GSE215120_Melanoma",10010,10,"scGPT",0.9999,1,"Specificity"
"1356","Immune+GSE215120_Melanoma",10025,25,"scGPT",0.9999,1,"Specificity"
"1357","Immune+GSE215120_Melanoma",10100,100,"scGPT",1,1,"Specificity"
"1358","Immune+Cervix_PreT1_malignant",10003,3,"scGPT",0.9999,1,"Specificity"
"1359","Immune+Cervix_PreT1_malignant",10010,10,"scGPT",0.9999,1,"Specificity"
"1360","Immune+Cervix_PreT1_malignant",10025,25,"scGPT",1,1,"Specificity"
"1361","Immune+Cervix_PreT1_malignant",10100,100,"scGPT",0.9998,1,"Specificity"
"1362","Immune+Cervix_PreT2_malignant",10003,3,"scGPT",0.9999,1,"Specificity"
"1363","Immune+Cervix_PreT2_malignant",10010,10,"scGPT",1,1,"Specificity"
"1364","Immune+Cervix_PreT2_malignant",10025,25,"scGPT",0.9998,1,"Specificity"
"1365","Immune+Cervix_PreT2_malignant",10100,100,"scGPT",1,1,"Specificity"
"1366","Immune+Cervix_PreT3_malignant",10003,3,"scGPT",1,1,"Specificity"
"1367","Immune+Cervix_PreT3_malignant",10010,10,"scGPT",0.9998,1,"Specificity"
"1368","Immune+Cervix_PreT3_malignant",10025,25,"scGPT",1,1,"Specificity"
"1369","Immune+Cervix_PreT3_malignant",10100,100,"scGPT",1,1,"Specificity"
"1370","Immune+Cervix_T2Dur3_malignant",10003,3,"scGPT",0.9998,1,"Specificity"
"1371","Immune+Cervix_T2Dur3_malignant",10010,10,"scGPT",1,1,"Specificity"
"1372","Immune+Cervix_T2Dur3_malignant",10025,25,"scGPT",1,1,"Specificity"
"1373","Immune+Cervix_T2Dur3_malignant",10100,100,"scGPT",1,1,"Specificity"
"1374","Immune+Cervix_T3Dur3_malignant",10003,3,"scGPT",1,1,"Specificity"
"1375","Immune+Cervix_T3Dur3_malignant",10010,10,"scGPT",1,1,"Specificity"
"1376","Immune+Cervix_T3Dur3_malignant",10025,25,"scGPT",1,1,"Specificity"
"1377","Immune+Cervix_T3Dur3_malignant",10100,100,"scGPT",1,1,"Specificity"
"1378","Immune+Cervix_Tumorhn115_malignant",10010,10,"scGPT",1,1,"Specificity"
