"","Smp","Method_other","Acc_other","Acc_panctc"
"1464","GSE149614_HCC_Epi_n100","scGPT",1,1
"1465","GSM3946506_Mela_cl_n3","scGPT",0.666666667,1
"1466","GSM3946506_Mela_cl_n3","scGPT",0.666666667,1
"1467","GSM3946506_Mela_cl_n10","scGPT",0.7,1
"1468","GSM3946506_Mela_cl_n10","scGPT",0.7,1
"1469","GSM3946506_Mela_cl_n25","scGPT",0.56,1
"1470","GSM3946506_Mela_cl_n25","scGPT",0.56,1
"1471","GSM3946506_Mela_cl_n100","scGPT",0.7,1
"1472","GSM3946506_Mela_cl_n100","scGPT",0.7,1
"1473","GSE215120_Melanoma_n3","scGPT",0.666666667,1
"1474","GSE215120_Melanoma_n3","scGPT",0.666666667,1
"1475","GSE215120_Melanoma_n10","scGPT",1,1
"1476","GSE215120_Melanoma_n10","scGPT",1,1
"1477","GSE215120_Melanoma_n25","scGPT",1,1
"1478","GSE215120_Melanoma_n25","scGPT",1,1
"1479","GSE215120_Melanoma_n100","scGPT",0.93,1
"1480","GSE215120_Melanoma_n100","scGPT",0.93,1
"1481","Cervix_PreT1_n3","scGPT",0.666666667,1
"1482","Cervix_PreT1_n3","scGPT",0.666666667,1
"1483","Cervix_PreT1_n10","scGPT",0.7,1
"1484","Cervix_PreT1_n10","scGPT",0.7,1
"1485","Cervix_PreT1_n25","scGPT",0.6,1
"1486","Cervix_PreT1_n25","scGPT",0.6,0.92
"1487","Cervix_PreT1_n100","scGPT",0.48,1
"1488","Cervix_PreT1_n100","scGPT",0.48,1
"1489","Cervix_PreT2_n3","scGPT",0.666666667,1
"1490","Cervix_PreT2_n3","scGPT",0.666666667,1
"1491","Cervix_PreT2_n10","scGPT",0.2,1
"1492","Cervix_PreT2_n10","scGPT",0.2,1
"1493","Cervix_PreT2_n25","scGPT",0.36,0.96
"1494","Cervix_PreT2_n25","scGPT",0.36,0.92
"1495","Cervix_PreT2_n100","scGPT",0.26,0.99
"1496","Cervix_PreT2_n100","scGPT",0.26,0.98
"1497","Cervix_PreT3_n3","scGPT",0.666666667,1
"1498","Cervix_PreT3_n3","scGPT",0.666666667,1
"1499","Cervix_PreT3_n10","scGPT",0.3,1
"1500","Cervix_PreT3_n10","scGPT",0.3,1
"1501","Cervix_PreT3_n25","scGPT",0.52,1
"1502","Cervix_PreT3_n25","scGPT",0.52,1
"1503","Cervix_PreT3_n100","scGPT",0.44,1
"1504","Cervix_PreT3_n100","scGPT",0.44,0.99
"1505","Cervix_T2Dur3_n3","scGPT",0.666666667,1
"1506","Cervix_T2Dur3_n3","scGPT",0.666666667,0.666666667
"1507","Cervix_T2Dur3_n10","scGPT",0.5,1
"1508","Cervix_T2Dur3_n10","scGPT",0.5,0.8
"1509","Cervix_T2Dur3_n25","scGPT",0.6,1
"1510","Cervix_T2Dur3_n25","scGPT",0.6,0.92
"1511","Cervix_T2Dur3_n100","scGPT",0.61,0.94
"1512","Cervix_T2Dur3_n100","scGPT",0.61,0.93
"1513","Cervix_T3Dur3_n3","scGPT",0.333333333,1
"1514","Cervix_T3Dur3_n3","scGPT",0.333333333,1
"1515","Cervix_T3Dur3_n10","scGPT",0.1,1
"1516","Cervix_T3Dur3_n10","scGPT",0.1,0.9
"1517","Cervix_T3Dur3_n25","scGPT",0.16,0.96
"1518","Cervix_T3Dur3_n25","scGPT",0.16,0.96
"1519","Cervix_T3Dur3_n100","scGPT",0.06,0.98
"1520","Cervix_T3Dur3_n100","scGPT",0.06,0.96
"1521","Cervix_Tumorhn115_n3","scGPT",0,1
"1522","Cervix_Tumorhn115_n3","scGPT",0,0.666666667
"1523","Cervix_Tumorhn115_n10","scGPT",0.2,1
"1524","Cervix_Tumorhn115_n10","scGPT",0.2,1
"1525","Cervix_Tumorhn115_n25","scGPT",0.24,1
"1526","Cervix_Tumorhn115_n25","scGPT",0.24,1
"1527","Cervix_Tumorhn115_n100","scGPT",0.22,0.99
"1528","Cervix_Tumorhn115_n100","scGPT",0.22,1
