"","Accuracy","Sample","Immune cells added","Group","variable","value","Group2"
"2281",1,"CancerCellpseudoPBMC_7500_GSE168652_Cervix_Epi_n500.csv","Immune cells
n=7500","500","F_2",1,"Primary cancer cell"
"2282",1,"CancerCellpseudoPBMC_7500_GSE173682_Endome_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2283",1,"CancerCellpseudoPBMC_7500_GSE173682_Endome_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2284",1,"CancerCellpseudoPBMC_7500_GSE173682_Endome_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2285",1,"CancerCellpseudoPBMC_7500_GSE173682_Endome_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2286",1,"CancerCellpseudoPBMC_7500_GSE173682_Endome_Epi_n500.csv","Immune cells
n=7500","500","F_2",1,"Primary cancer cell"
"2287",1,"CancerCellpseudoPBMC_7500_GSE173682_Ovarian_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2288",1,"CancerCellpseudoPBMC_7500_GSE173682_Ovarian_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2289",1,"CancerCellpseudoPBMC_7500_GSE173682_Ovarian_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2290",1,"CancerCellpseudoPBMC_7500_GSE173682_Ovarian_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2291",1,"CancerCellpseudoPBMC_7500_GSE173682_Ovarian_Epi_n500.csv","Immune cells
n=7500","500","F_2",1,"Primary cancer cell"
"2292",1,"CancerCellpseudoPBMC_7500_GSE176031_Prostate_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2293",1,"CancerCellpseudoPBMC_7500_GSE176031_Prostate_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2294",1,"CancerCellpseudoPBMC_7500_GSE176031_Prostate_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2295",1,"CancerCellpseudoPBMC_7500_GSE176031_Prostate_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2296",1,"CancerCellpseudoPBMC_7500_GSE176078_BC_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2297",1,"CancerCellpseudoPBMC_7500_GSE176078_BC_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2298",1,"CancerCellpseudoPBMC_7500_GSE176078_BC_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2299",1,"CancerCellpseudoPBMC_7500_GSE176078_BC_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2300",1,"CancerCellpseudoPBMC_7500_GSE176078_BC_Epi_n500.csv","Immune cells
n=7500","500","F_2",1,"Primary cancer cell"
"2301",1,"CancerCellpseudoPBMC_7500_GSE178318_CRC_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2302",1,"CancerCellpseudoPBMC_7500_GSE178318_CRC_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2303",1,"CancerCellpseudoPBMC_7500_GSE178318_CRC_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2304",1,"CancerCellpseudoPBMC_7500_GSE178318_CRC_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2305",1,"CancerCellpseudoPBMC_7500_GSE178318_CRC_Epi_n500.csv","Immune cells
n=7500","500","F_2",1,"Primary cancer cell"
"2306",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2307",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2308",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2309",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2310",0.999875,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n500.csv","Immune cells
n=7500","500","F_2",0.998399359743898,"Primary cancer cell"
"2311",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2312",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2313",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2314",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2315",0.999875,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n500.csv","Immune cells
n=7500","500","F_2",0.998399359743898,"Primary cancer cell"
"2316",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2317",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2318",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2319",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2320",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n10.csv","Immune cells
n=7500","10","F_2",1,"Primary cancer cell"
"2321",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n100.csv","Immune cells
n=7500","100","F_2",1,"Primary cancer cell"
"2322",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n20.csv","Immune cells
n=7500","20","F_2",1,"Primary cancer cell"
"2323",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n5.csv","Immune cells
n=7500","5","F_2",1,"Primary cancer cell"
"2324",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n500.csv","Immune cells
n=7500","500","F_2",1,"Primary cancer cell"
"2325",1,"predict_E-MTAB-11948_Cervix_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2326",1,"predict_E-MTAB-11948_Cervix_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2327",1,"predict_E-MTAB-11948_Cervix_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2328",1,"predict_E-MTAB-11948_Cervix_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2329",1,"predict_E-MTAB-11948_Cervix_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2330",1,"predict_E-MTAB-11948_Cervix_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2331",1,"predict_E-MTAB-11948_Cervix_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2332",1,"predict_E-MTAB-11948_Cervix_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2333",1,"predict_E-MTAB-11948_Cervix_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2334",1,"predict_E-MTAB-11948_Cervix_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2335",1,"predict_GSE127465_NSCLC2019_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2336",1,"predict_GSE127465_NSCLC2019_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2337",1,"predict_GSE127465_NSCLC2019_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2338",1,"predict_GSE127465_NSCLC2019_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2339",1,"predict_GSE127465_NSCLC2019_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2340",1,"predict_GSE127465_NSCLC2019_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2341",1,"predict_GSE127465_NSCLC2019_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2342",1,"predict_GSE127465_NSCLC2019_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2343",1,"predict_GSE132465_CRC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2344",1,"predict_GSE132465_CRC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2345",1,"predict_GSE132465_CRC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2346",1,"predict_GSE132465_CRC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2347",1,"predict_GSE132465_CRC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2348",1,"predict_GSE132465_CRC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2349",1,"predict_GSE132465_CRC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2350",1,"predict_GSE132465_CRC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2351",1,"predict_GSE132465_CRC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2352",1,"predict_GSE132465_CRC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2353",1,"predict_GSE148071_LUNG_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2354",1,"predict_GSE148071_LUNG_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2355",1,"predict_GSE148071_LUNG_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2356",1,"predict_GSE148071_LUNG_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2357",1,"predict_GSE148071_LUNG_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2358",1,"predict_GSE148071_LUNG_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2359",1,"predict_GSE148071_LUNG_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2360",1,"predict_GSE148071_LUNG_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2361",1,"predict_GSE148071_LUNG_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2362",1,"predict_GSE148071_LUNG_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2363",1,"predict_GSE149614_HCC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2364",1,"predict_GSE149614_HCC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2365",1,"predict_GSE149614_HCC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2366",1,"predict_GSE149614_HCC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2367",1,"predict_GSE149614_HCC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2368",1,"predict_GSE149614_HCC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2369",1,"predict_GSE149614_HCC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2370",1,"predict_GSE149614_HCC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2371",1,"predict_GSE149614_HCC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2372",1,"predict_GSE149614_HCC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2373",1,"predict_GSE150430_NPC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2374",1,"predict_GSE150430_NPC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2375",1,"predict_GSE150430_NPC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2376",1,"predict_GSE150430_NPC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2377",1,"predict_GSE150430_NPC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2378",1,"predict_GSE150430_NPC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2379",1,"predict_GSE150430_NPC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2380",1,"predict_GSE150430_NPC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2381",0.999689440993789,"predict_GSE150430_NPC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",0.998399359743898,"Primary cancer cell"
"2382",0.999867233138609,"predict_GSE150430_NPC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",0.998399359743898,"Primary cancer cell"
"2383",1,"predict_GSE150825_NPC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2384",1,"predict_GSE150825_NPC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2385",1,"predict_GSE150825_NPC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2386",1,"predict_GSE150825_NPC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2387",1,"predict_GSE150825_NPC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2388",1,"predict_GSE150825_NPC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2389",1,"predict_GSE155698_PDAC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2390",1,"predict_GSE155698_PDAC_Epi_n10_GSE199994_HD1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2391",1,"predict_GSE155698_PDAC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2392",1,"predict_GSE155698_PDAC_Epi_n100_GSE199994_HD1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2393",1,"predict_GSE155698_PDAC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2394",1,"predict_GSE155698_PDAC_Epi_n20_GSE199994_HD1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2395",1,"predict_GSE155698_PDAC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2396",1,"predict_GSE155698_PDAC_Epi_n5_GSE199994_HD1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2397",0.999068322981366,"predict_GSE155698_PDAC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",0.995194233079696,"Primary cancer cell"
"2398",0.999601699415826,"predict_GSE155698_PDAC_Epi_n500_GSE199994_HD1.csv","GSE155698 HD1
n=2720","500","F_2",0.995194233079696,"Primary cancer cell"
"2399",1,"predict_GSE162025_NPC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2400",1,"predict_GSE162025_NPC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2401",1,"predict_GSE162025_NPC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2402",1,"predict_GSE162025_NPC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2403",1,"predict_GSE162025_NPC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2404",1,"predict_GSE162025_NPC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2405",1,"predict_GSE162025_NPC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2406",1,"predict_GSE162025_NPC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2407",1,"predict_GSE168652_Cervix_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2408",1,"predict_GSE168652_Cervix_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2409",1,"predict_GSE168652_Cervix_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2410",1,"predict_GSE168652_Cervix_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2411",1,"predict_GSE168652_Cervix_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2412",1,"predict_GSE168652_Cervix_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2413",1,"predict_GSE168652_Cervix_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2414",1,"predict_GSE168652_Cervix_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2415",1,"predict_GSE168652_Cervix_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2416",1,"predict_GSE168652_Cervix_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2417",1,"predict_GSE173682_Endome_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2418",1,"predict_GSE173682_Endome_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2419",1,"predict_GSE173682_Endome_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2420",1,"predict_GSE173682_Endome_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2421",1,"predict_GSE173682_Endome_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2422",1,"predict_GSE173682_Endome_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2423",1,"predict_GSE173682_Endome_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2424",1,"predict_GSE173682_Endome_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2425",1,"predict_GSE173682_Endome_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2426",1,"predict_GSE173682_Endome_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2427",1,"predict_GSE173682_Ovarian_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2428",1,"predict_GSE173682_Ovarian_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2429",1,"predict_GSE173682_Ovarian_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2430",1,"predict_GSE173682_Ovarian_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2431",1,"predict_GSE173682_Ovarian_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2432",1,"predict_GSE173682_Ovarian_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2433",1,"predict_GSE173682_Ovarian_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2434",1,"predict_GSE173682_Ovarian_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2435",1,"predict_GSE173682_Ovarian_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2436",1,"predict_GSE173682_Ovarian_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2437",1,"predict_GSE176031_Prostate_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2438",1,"predict_GSE176031_Prostate_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2439",1,"predict_GSE176031_Prostate_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2440",1,"predict_GSE176031_Prostate_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2441",1,"predict_GSE176031_Prostate_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2442",1,"predict_GSE176031_Prostate_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2443",1,"predict_GSE176031_Prostate_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2444",1,"predict_GSE176031_Prostate_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2445",1,"predict_GSE176078_BC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2446",1,"predict_GSE176078_BC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2447",1,"predict_GSE176078_BC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2448",1,"predict_GSE176078_BC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
"2449",1,"predict_GSE176078_BC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_2",1,"Primary cancer cell"
"2450",1,"predict_GSE176078_BC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_2",1,"Primary cancer cell"
"2451",1,"predict_GSE176078_BC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_2",1,"Primary cancer cell"
"2452",1,"predict_GSE176078_BC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_2",1,"Primary cancer cell"
"2453",1,"predict_GSE176078_BC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_2",1,"Primary cancer cell"
"2454",1,"predict_GSE176078_BC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_2",1,"Primary cancer cell"
"2455",1,"predict_GSE178318_CRC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_2",1,"Primary cancer cell"
"2456",1,"predict_GSE178318_CRC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_2",1,"Primary cancer cell"
"2457",1,"predict_GSE178318_CRC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_2",1,"Primary cancer cell"
"2458",1,"predict_GSE178318_CRC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_2",1,"Primary cancer cell"
